Title,Composer,Rhythm,TimeSignature,Sections,Key,Year
Unforgettable,Gordon Irving,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Gmaj7|Gmaj7|Bb07|Bb07|Cmaj7|Cmaj7|Em7|A7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Fmaj7|Fm7|Cmaj7,F7|Em7,A7|Am7|Am7|D7|D7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Gmaj7|Gmaj7|Bb07|Bb07|Cmaj7|Cmaj7|Em7|A7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Fmaj7|Bb7#11|Cmaj7,F7|Em7,A7|Am7,D7|Dm7,G7|C6|Am7,D7'}}]",G,1951
Unit Seven,Sam Jones,Medium Up Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'C7|C7|C7|C7|F7|F7|C7|A7#9|Abmaj7|G7#9'}, 'Endings': [{'Chords': 'C7,A7|D7,G7#9'}, {'Chords': 'C7|A7b13'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Dm7|G7|Em7|A7b9|Dm7|G7b9|E7,A7|Dm7,G7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'C7|C7|C7|C7|F7|F7|C7|A7#9|Abmaj7|G7#9|C7,A7|D7,G7#9'}}]",,1964
United,Wayne Shorter,Waltz,3/4,"[{'MainSegment': {'Chords': 'E7#9|A7b9|Dm|Dm|E7#9|A7b9|Dm|Dm|Cm7|F7|Bbmaj7|Db7'}, 'Endings': [{'Chords': 'Gbmaj7|C7|Fmaj7|Fm7'}, {'Chords': 'Gbmaj7|F7|Bbmaj7|Fm7'}]}]",F,1963
Unity Village,Pat Metheny,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Am|E7|Fmaj7|Fmaj7|Am|E7|Fmaj7|Bbmaj7#11'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Amaj7|C#m9|G#m7,Eb7#9|F#m7,B7sus|Emaj7|E/C|Emaj7|E/C'}}, {'Label': 'C', 'MainSegment': {'Chords': 'C/D|G/D|Eb/D|Bb/D|Bb,C/Bb|F/A|B/F#,E|E7sus'}}]",Amin,1978
Unrequited,Brad Mehldau,Even 8ths,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Em7|Cmaj7#11|Am6|B7sus,B7|Cm6|Gm/Bb|A7sus,A7|D7sus,D7|Gm/Bb|Cm9/Eb|Cm6|D7sus,D7|Ebm/maj7|Bbadd9/F|D7/F#|Gm7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Abm/maj7/G|Bmaj7/F#|Fm7b5|F7#11|Bbm|F#m|Amaj7/E|C#m/E|Ebm7b5|Eb7#11|Ab7sus|Ab7|C#m7|Am9|F#7b9|B7sus,B7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'E/C|C6|B7sus|E/B|E7/Bb|Eb7|Abm9'}}]",,1962
Up Jumped Spring,Freddie Hubbard,Waltz,3/4,"[{'Label': 'B', 'MainSegment': {'Chords': 'Bbmaj7|G7#5|Cm7|F7,F#07|Gm7|Fm7|Em7b5|A7b9|Dm7|Ebm7|Dm7|Ebm7'}, 'Endings': [{'Chords': 'B7#11|E7|Cm7b5|F7'}, {'Chords': 'Cm7|F7|Bb6|Am7b5,D7'}]}, {'MainSegment': {'Chords': 'Gm7|C7|Fmaj7|Dm7|Abm7|Ebm7|Cm7|F7'}, 'Endings': [{'Chords': 'Cm7|F7|Bmaj7|Bbmaj7'}]}]",Bb,1963
Up With The Lark,Jerome Kern,Medium Swing,3/4,"[{'Label': 'i', 'Repeats': 1, 'MainSegment': {'Chords': 'Cmaj7/G|C6/G|G9sus|G7'}}, {'MainSegment': {'Chords': 'C6|Eb13|Abmaj7|G7#5#9'}}, {'Label': 'A', 'MainSegment': {'Chords': 'C6|G9|C69|G9sus|Em7|Am7|Am7|D13|Dm7|G13|Dm7|G13|C69|Eb13|Abmaj7|G7#5#9'}}, {'Label': 'B', 'MainSegment': {'Chords': 'C9|G9|C69|Gm7|F#m7|B7|E69|C#m7|F#m7|B7|Emaj7|Emaj7|Fm7|Bb7|Eb69|Eb69|A13|A7#5|Dmaj7|Dmaj7|B/G|A/F|G/Eb|F/Db'}}, {'Label': 'A', 'MainSegment': {'Chords': 'C6|G9|C69|Fm7|Em7|Am7|D7|Ab7|Cmaj7/G|C6/G|G9sus|G7|C6|Eb13|Abmaj7|G7#5#9'}}]",,1957
Upper Manhattan Medical Group,Billy Strayhorn,Medium Up Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Fm7b5|Bb7b9|Ebm7|Ab7|Db07,Db6|Dbmaj7'}, 'Endings': [{'Chords': 'Dbm7|Gb7'}, {'Chords': 'Abm7|Db7'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Gm7b5|C7b13|Fmaj7|Fmaj7|Abm7b5|Db7b13|Gbm|Ab7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Fm7b5|Bb7b9|Ebm7|Ab7|Db07|Db6|Db07|Db6'}}]",Db,1962
Valse Hot,Sonny Rollins,Waltz,3/4,[{'MainSegment': {'Chords': 'Abmaj7|Dbmaj7|Cm7|F7|Bbm7|Eb7|Abmaj7|F7|Bbm7|Dbm6|Cm7|F7|Bbm7|Eb7|Abmaj7|Eb7'}}],Ab,1946
Very Early,Bill Evans,Waltz,3/4,"[{'Label': 'A', 'Repeats': 1, 'MainSegment': {'Chords': 'Cmaj7|Bb7|Ebmaj7|Ab7b9|Dbmaj7|G7|Cmaj7|Bb7#11|Dmaj7|Am7|F#m7|B13b9|Em7|Ab7|Dbmaj7|G7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Bmaj7|Ab7b9|Dbmaj7|Bb7|Bmaj7|G7|Cmaj7|Ab7|Dbmaj7|G7|Cmaj7|A7alt|Dm7,Em7|Fmaj7,G7|Cmaj7|G7'}}, {'MainSegment': {'Chords': 'Dm7,Em7|Fmaj7,G7|Cmaj7,Abmaj7|Bbmaj7,Gmaj7|Bmaj7|Bmaj7'}}]",,1960
"Very Thought Of You, The",Ray Noble,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Abmaj7,Dbmaj7|Cm7,Eb7sus|Ab6,Dbmaj7|Cm7,Eb7sus|Ab6,Bbm7|B07,Ab6/C|Bb7|Bb7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Bbm7,Eb7|Gm7b5,C7b9|Fm7,Fm7/Eb|Dm7b5,G7b9|Cm7,Fm7b5|Bb7sus,Bb7|Bbm7|Eb7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Abmaj7,Dbmaj7|Cm7,Eb7sus|Ab6,Dbmaj7|Cm7,Eb7sus|Ab6,Bbm7|B07,Ab6/C|Bb7|Bb7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Bbm7,Eb7|Gm7b5,C7b9|Fm7,Fm7/Eb|Dm7b5,A07|Bbm7,A07|Bbm7,Eb7|Ab6|Bbm7,Eb7'}}]",Ab,1934
Violets For Your Furs,Adair-Dennis,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Gm7,C7|Fmaj7|Bbm7,Eb7|Fmaj7,D7b9|Gm7,C7|Fmaj7|Am7,D7b9|Gm7,D7b9#5'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Gm7,C7|Fmaj7,D7b9|Gm7,C7|Fmaj7,D7b9|Gm7,C7|Fmaj7,D7|G7|Gm7,C7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Gm7,C7|Fmaj7|Bbm7,Eb7|Fmaj7,D7b9|Gm7,C7|Fmaj7|Am7,D7b9|Gm7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Bbmaj7|Eb7|Fmaj7,Eb7|D7|Db7,C7#5|F6,D7|Gm7,C7|F6,D7b9'}}]",F,1947
Virgo,Wayne Shorter,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Fmaj7|Bbm7,Eb7|Dm7b5,Bb7#11|Amaj7|Am7|Fm7,Bb7|Em7b5,Eb7#11|Dmaj7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Dm7|Cm7,F7|Eb7,D7|Gm7,Ab7|Dbmaj7|Dm7,G7|Gm7|C#m7,F#7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Fmaj7|Bbm7,Eb7|Dm7b5,Bb7#11|Amaj7|Am7|Fm7,Bb7|Em7b5,Eb7#11|Dm7,Db7#5|Cm7,F7|Bbmaj7|E7#5,A7#5|Dm7|Gm7,C7'}}]",F,1967
Voyage,Kenny Barron,Up Tempo Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Fm6|Fm6|F#m6|F7b9|Bbm7|Gm7b5,C7b9'}, 'Endings': [{'Chords': 'Fm6|Gm7b5,C7b9'}, {'Chords': 'Fm6|Fm6'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Dbmaj7|Em7,A7|Dmaj7|Fm7,Bb7|Ebmaj7|F#m7,B7|Emaj7|Gm7b5,C7b9'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Fm6|Fm6|F#m6|F7b9|Bbm7|Gm7b5,C7b9|Fm6|Gm7b5,C7b9'}}]",Fmin,1977
Wait Till You See Her,Richard Rodgers,Medium Swing,3/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Fm7|Bb7|Ebmaj7|Cm7|Fm7'}, 'Endings': [{'Chords': 'Bb7|Gm7|C7'}, {'Chords': 'D7b9|Gm7|Gm7'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Cm7|F7|Bbmaj7|Gm7|Cm7|G7b13|Gm7|C7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Fm7|Bb7|Eb6|Gm7/D|Cm7|Cm7/Bb|Am7b5|Ab07'}}, {'Label': 'D', 'MainSegment': {'Chords': 'Eb/G|Gb07|Bb7/F|E07|Fm7|Bb7|Eb6|Eb6'}}]",Eb,1941
Walk Tall,Cannonball Adderley,Funk,2/4,"[{'Repeats': 1, 'MainSegment': {'Chords': 'G7,C7|G7,C7|G7,C7|G7,C7|G7,C7|G7,C7|G7,C7|G7,C7|Bm7|Em7|D7sus|Am7,Bm7,Cmaj7,|Bm7|Em7|Am7|D7sus|D7sus|D7sus'}}, {'Repeats': 1, 'MainSegment': {'Chords': 'G7,C7|G7,C7'}}]",,1973
Walkin',Miles Davis,Up Tempo Swing,4/4,"[{'MainSegment': {'Chords': 'F7|Bb7|F7|Cm7,F7|Bb7|B07|F7|Am7,D7|Gm7|C7|F7,D7|Gm7,C7'}}]",F,1955
Walkin' My Baby Back Home,Ahlert-Turk,Medium Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Ebmaj7,Bb7|Ebmaj7,Bb7|Ebmaj7,C7|F7|Fm7,Bb7|Fm7,Bb7|Fm7,Bb7'}, 'Endings': [{'Chords': 'Eb6,Bb7'}, {'Chords': '|Eb6,D7b9'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Gm7|C7|Cm7,Cm7/Bb|Am7b5,D7b9|Gm7|C7|Cm7,F7|Fm7,Bb7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Ebmaj7,Bb7|Ebmaj7,Bb7|Ebmaj7,C7|F7|Fm7,Bb7|Fm7,Bb7|Fm7,Bb7|Eb6'}}]",Eb,1931
Walkin' Shoes,Gerry Mulligan,Medium Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Eb6|Ab7|Eb6|Gm7b5,C7|Fm7|Am7,D7|Gmb6,Gbm7'}, 'Endings': [{'Chords': 'Gbm7,Fm,E7#9,'}, {'Chords': 'E7#9,Fm,E7,Ab7'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'G7|G7|Cm6|Cm6|Cm7|F7|Fm7|Bb7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Eb6|Ab7,A07|Eb6,Abmaj7|Gm7b5,C7|Fm7b5,C7|Fm7,Bb7|Eb6|Bb7'}}]",Eb,1960
Walkin' up,Bill Evans,Medium Swing,4/4,"[{'Label': 'A', 'Repeats': 1, 'MainSegment': {'Chords': 'Cmaj7,Bbmaj7|Abmaj7,Gbmaj7|Fmaj7,B13|Emaj7,Amaj7#11|Ebmaj7,Abmaj7|Dbmaj7,Gbmaj7|Bmaj7,Emaj7|Amaj7,Dmaj7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Ab7sus|Ab7sus|Ab7sus|Ab7sus|G7sus|G7sus|G7sus|G7sus'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Cmaj7,Bbmaj7|Abmaj7,Gbmaj7|Fmaj7,B13|Emaj7,Amaj7#11|Ebmaj7,Abmaj7|Dbmaj7,Gbmaj7|Bmaj7,Emaj7|Amaj7,Dmaj7'}}]",,1957
Waltz For Debby,Bill Evans,Waltz,3/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Fmaj7/A|Dm7|Gm7|C7|A7/G|D7/F#|G7/F|C7/E|F7/Eb|Bb6/D|Gm7b5/Db|C7|Am7|Dm7|Gm7|C7|Fmaj7/A|Dm7|Gm7|C7|A7/C#|D7/C|G7/B|C7/Bb|A7|Dm7|B7|E7|Amaj7/C#|Amaj7/B|Amaj7|Amaj7/G#'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Gm7|C7|Am7|D7|Gm7|A7|Dm7|Cm7|Bbmaj7|A7|Dm7|G7|Abmaj7|Dbmaj7|Gm7|C7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Fmaj7/A|Dm7|Gm7|C7|A7/G|D7/F#|G7/F|C7/E|F7/Eb|Bb6/D|Gm7b5/Db|C7|Am7|Dm7|Bm7|E7|Am7|F7|Bbmaj7|A7alt|Dm7|Dm7|G7|G#07|Am7/C|Ab07/C|Gm7/C|C7|F6|Dm7|Gm7|C7'}}]",F,1960
Warm Valley,Duke Ellington,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Bbmaj7|E7|Eb7,,Em7b5,A7|D7|Dm7b5,G7b9|Cm7b5'}, 'Endings': [{'Chords': 'Bbmaj7,F7sus|Bbmaj7,F7#9'}, {'Chords': 'Bbmaj7,F7sus|Bbmaj7,B7'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Emaj7,C#m7|G#m7,G07|F#m7,B7|Bm7,E7|Amaj7|Em7b5,A7|Dmaj7,C#m7b5|Cm7b5,F7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Bbmaj7|E7|Eb7,,Em7b5,A7|D7|Dm7b5,G7b9|Cm7b5|Bbmaj7,F7sus|Bbmaj7,F7'}}]",Bb,1941
Watch What Happens,Michel Legrand,Bossa Nova,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Ebmaj7|Ebmaj7|F7|F7|Fm7|Bb7'}, 'Endings': [{'Chords': 'Ebmaj7,Emaj7|Fmaj7,Emaj7'}, {'Chords': 'Ebmaj7,Emaj7|Fmaj7,F#maj7'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Gmaj7|Gmaj7|Gm7|C7|Fmaj7|Fmaj7|Fm7|Bb7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Ebmaj7|Ebmaj7|F7|F7|Fm7|Bb7|Eb6|E6,D6|Eb6|E6,D6|Eb6|Fm7,Bb7'}}]",Eb,1964
Watermelon Man,Herbie Hancock,Even 8ths,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'F7#9|F7#9|F7#9|F7#9|Bb9|Bb9|F7#9|F7#9|C9|Bb9|C9|Bb9|C9|Bb9|F7#9(Ab13)|F7#9(Ab13)'}}]",F,1967
Wave,Antonio-Carlos Jobim,Bossa Nova,4/4,"[{'Label': 'B', 'Repeats': 1, 'MainSegment': {'Chords': 'Dmaj7|Bb07|Am7|D7b9|Gmaj7|Gm6|F#13,F#7b13|B9,B7b9|E9|Bb7,A7|Dm7,G7|Dm7,G7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Gm7/Bb|C7/Bb|Fmaj7/A|Fmaj7/A|Fm7/Ab|Bb7/Ab|Ebmaj7/G|A7b9'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Dmaj7|Bb07|Am7|D7b9|Gmaj7|Gm6|F#13,F#7b13|B9,B7b9|E9|Bb7,A7|Dm7,G7|Dm7,G7'}}]",D,1963
"Way You Look Tonight, The",Jerome Kern,Up Tempo Swing,4/4,"[{'Label': 'B', 'MainSegment': {'Chords': 'Fmaj7|Dm7|Gm7|C7|Fmaj7|D7|Gm7|C7|Cm7|F7|Bbmaj7|Gm7,C7|F6,Dm7|Gm7,C7|F6,Dm7'}, 'Endings': [{'Chords': 'Gm7,C7'}, {'Chords': 'Bbm7,Eb7'}]}, {'MainSegment': {'Chords': 'Abmaj7|F7|Bbm7|Eb7|Abmaj7|Fm7|Bbm7|Eb7|Abmaj7|F7|Bbm7|Eb7|Abmaj7|Dbmaj7|Gm7|C7'}}, {'MainSegment': {'Chords': 'Gm7|C7|F6,Dm7|Gm7,C7'}}]",F,1936
Wayne's Thang,Kenny Garrett,Medium Up Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Em7|Em7|C6|C6|B7b9b13|B7b9b13|Em7|Em7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Em7|Em7|C6|C6|B7b9b13|B7b9b13|Em7|Em7'}}]",Emin,na
We See,Thelonious Monk,Medium Up Swing,4/4,"[{'Label': 'A', 'Repeats': 1, 'MainSegment': {'Chords': 'Bbmaj7,Ab7|Gb7|Cm7|F7|Fm7,Bb7b9|Ebmaj7,Ab7|C7|F7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Cm7|F7|Cm7|F7|Cm7|F7|Cm7|F7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Bbmaj7,Ab7|Gb7|Cm7|F7|Fm7,Bb7b9|Ebmaj7,Ab7|C7|F7,Bbmaj7'}}]",Bb,1953
We Will Meet Again,Bill Evans,Waltz,3/4,[{'MainSegment': {'Chords': 'Cm6|Cm6|Fm7|Fm7|Dm7b5|G7b9|Cm6|Cm6|Abmaj7|G7b9|Cm6|Cm6|Am7b5|D7#9|G7b9sus|G13b9'}}],Cmin,1974
We'll Be Together Again,Carl Fisher,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'C6,C6,Ab7,|Dm7,G7|Am7|D7#11|Bbm7,Eb7|Abmaj7,Dbmaj7'}, 'Endings': [{'Chords': 'Dm7b5,Ab7|G7sus,G7'}, {'Chords': 'Dm7b5,G7|C6'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Ab7,G7#9|Cm6,Am7b5|Ab7,G7#9|Cm6,Am7b5|Ab7,G7|Gb7,F7|Am7b5,Ab7|G7sus,G7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'C6,C6,Ab7,|Dm7,G7|Am7|D7#11|Bbm7,Eb7|Abmaj7,Dbmaj7|Dm7b5,G7|C6,,Dm7,G7'}}]",,1953
Webb City,Bud Powell,Medium Up Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Bbmaj7,Gm7|Cm7,C#07|Dm7,G7b9|Cm7,F7|Bb7|Eb7,Ebm7'}, 'Endings': [{'Chords': 'Dm7,G7b9|Cm7,F7'}, {'Chords': 'Cm7,F7|Bb6'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Eb7|Eb7|Bb7|G7#5|C7#11|C7#11|F7#5|F7#5'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Bbmaj7,Gm7|Cm7,C#07|Dm7,G7b9|Cm7,F7|Bb7|Eb7,Ebm7|Cm7,F7|Bb6'}}]",Bb,1947
Well You Needn't,Thelonious Monk,Medium Swing,4/4,"[{'Label': 'A', 'Repeats': 1, 'MainSegment': {'Chords': 'F6|Gb7|F6|Gb7|F6|Gb7|F6|F6'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Db7(G7)|Db7(G7)|D7(Ab7)|D7(Ab7)|Eb7(A7),E7(Bb7)|Eb7(B7),D7(Bb7)|Db7(A7),C7(Ab7)|B7(G7),C7(C7)'}}, {'Label': 'A', 'MainSegment': {'Chords': 'F6|Gb7|F6|Gb7|F6|Gb7|F6|F6'}}]",F,1951
Wendy,Paul Desmond,Slow Swing,4/4,"[{'MainSegment': {'Chords': 'Ebmaj7|Cm7|Fm7|Bb7|Gm7|C7|Abm7|Db7'}, 'Endings': [{'Chords': 'Gm7|Gb07|Fm7|Dm7b5,G7#5|Cm7|F7|Fm7|Bb7'}, {'Chords': 'Gm7,C7|Am7,D7|G7sus,G7|C7|Fm7|Bb7|Bmaj7|Emaj7'}]}, {'Label': 'i', 'MainSegment': {'Chords': 'Emaj7|Ebmaj7'}}]",Eb,1973
West Coast Blues,Wes Montgomery,Waltz,6/4,"[{'Label': 'A', 'Repeats': 1, 'MainSegment': {'Chords': 'Bb7|Ab7|Bb7|Bm7,E7|Eb7|Eb7|Bb7|Bb7|F7|Eb7|Bb7|Bb7'}}, {'MainSegment': {'Chords': 'Bb7|Ab7|Bb7|Bm7,E7|Eb7|Ebm7,Ab7|Dm7,G7|C#m7,F#7|Cm7|Cm7,F7|Bbmaj7,Db7|Gbmaj7,F7'}}]",Bb,1960
What A Difference A Day Made,Maria Grever,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Gm7|C7|Fmaj7,Bb7|Am7,D7#9|Gm7|C7|Fmaj7,C7|Fmaj7|Em7b5|A7b9|Dm|Dm|Dm7,G7|Dm7,G7|Gm7|C7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Gm7|C7|Fmaj7,Bb7|Am7,D7#9|Gm7|C7|F7|Cm7,F7|Bbmaj7|Eb7|Fmaj7|Ab07|Gm7|C7|F6|Am7,D7'}}]",F,1950
What A Little Moonlight Can Do,Harry Woods,Up Tempo Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'G6|G6|Bm7|E7|Am7|D7|Am7|D7|Am7|E7|Am7|D7|G6|G6|Dm7|G7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Cmaj7|Cmaj7|F9|F9|G6|Am7|Bm7|E7|A9|A9|A9|A9|Am7|G#07|Am7|Bb07'}}, {'Label': 'C', 'MainSegment': {'Chords': 'G6|G6|Bm7|E7|Am7|D7|Am7|D7|Am7|Am7/G|F#m7b5|B7|Em7|Eb7|Dm7b5|G7'}}, {'Label': 'D', 'MainSegment': {'Chords': 'Cmaj7|Cmaj7|F9|F9|G6|Am7|Bm7|E7|Am7|E7|Am7|D7|G6|G6|Am7|D7'}}]",G,1935
What A Wonderful World,Weiss-Thiele,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'F6,Am7|Bbmaj7,Am7|Gm7,Fmaj7|A7b9,Dm7|Db7|Gm7,C7'}, 'Endings': [{'Chords': 'Fmaj7,F6|Gm7,C7'}, {'Chords': 'F6,Bb7|F6'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Gm7,C7|Fmaj7|Gm7,C7|Fmaj7|Dm7,Am7|Dm7,Am7|Dm7,D7b9|Gm7,F#0,Gm7,C7'}}]",F,1963
What Are You Doing New Year's Eve?,Frank Loesser,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Fmaj7|Eb7|Fmaj7,F7|Bbmaj7,Eb7|Fmaj7,Dm7|G7'}, 'Endings': [{'Chords': 'C7,C7/Bb|Am7,D7,Gm7,C7'}, {'Chords': 'C7,C7b9|F6,E7b9'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Am7|Bm7b5,E7b9|Am7|Bm7b5,Bb7|Am7|D7|G7|C7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Fmaj7|Eb7|Fmaj7,F7|Bbmaj7,Eb7|Fmaj7,Dm7|G7|C7,C7b9|F6,C7sus'}}]",F,1940
What Are You Doing The Rest Of Your Life?,Michel Legrand,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Am,Am/G#|Am7/G,F#m7b5|Fmaj7|Fmaj7'}, 'Endings': [{'Chords': 'Dm7|Dm7/C|Bm7|E7b13'}, {'Chords': 'Dm7|Bm7b5,E7b9|Amaj7|Amaj7'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Bm7,E7|Amaj7,F#m7|Bm7,E7|Amaj7|Abm7,Db7|Gbmaj7|Gm7,C7|Fmaj7,E7b13'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Am,Am/G#|Am7/G,F#m7b5|Fmaj7|Fmaj7|Dm7|Dm7/C|Bm7|E7b13|Fmaj7|Bm7b5,E7|Fmaj7|F7#11|Am7/E|Bm7b5,E7b13|Am|Bm7b5,E7b9'}}]",Amin,1969
What Is This Thing Called Love,Cole Porter,Up Tempo Swing,4/4,"[{'Label': 'A', 'Repeats': 1, 'MainSegment': {'Chords': 'Gm7b5|C7b9|Fm6|Fm6|Dm7b5|G7#5|Cmaj7|Cmaj7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Cm7|F7|Bbmaj7|Bbmaj7|Ab7|Ab7|Dm7b5|G7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Gm7b5|C7b9|Fm6|Fm6|Dm7b5|G7#5|Cmaj7|Cmaj7'}}]",,1931
What'll I Do,Irving Berlin,Waltz,3/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Cmaj7|Fm7,Bb7|Cmaj7|Fm7,Bb7|Em7,A7|Dm7,G7|C6'}, 'Endings': [{'Chords': 'Dm7,G7'}, {'Chords': 'Gm7,C7'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Fmaj7|Gm7,C7|Fmaj7|Bb7|Em7|A7|D7|Dm7,G7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Cmaj7|Fm7,Bb7|Cmaj7|Fm7,Bb7|Em7,A7|Dm7,G7|C6|Dm7,G7'}}]",,1927
What's New,Bob Haggard,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'C6|Bbm7,Eb7|Abmaj7|Dm7b5,G7b9|Cm7,Am7b5|Dm7b5,G7b9'}, 'Endings': [{'Chords': 'C6,Am7|Dm7,G7'}, {'Chords': 'C6|Gm7,C7'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'F6|Ebm7,Ab7|Dbmaj7|Gm7b5,C7b9|Fm7,Dm7b5|Gm7b5,C7b9|Fm6|Dm7b5,G7b9'}}, {'Label': 'A', 'MainSegment': {'Chords': 'C6|Bbm7,Eb7|Abmaj7|Dm7b5,G7b9|Cm7,Am7b5|Dm7b5,G7b9|C6,Am7|Dm7,G7'}}]",,1957
When I Fall In Love,Victor Young,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Ebmaj7,C7|Fm7,Bb7|Ebmaj7,C7|Fm7,Bb7|Ebmaj7,Ab7|G7b9,C7b9|F7|Bb7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Ebmaj7,C7(A7)|Fm7(Abmaj7),Bb7(Abm6)|Ebmaj7(Gm7),Ab7(Abmaj7)|Gm7b5(Db7),C7b9|Fm7,D7alt|Gm7b5,C7b9|Fm7,C7b9|Fm7,Bb7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Ebmaj7,C7|Fm7,Bb7|Ebmaj7,C7|Fm7,Bb7|Ebmaj7,Ab7|G7b9,C7b9|F7|Bb7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Ebmaj7,A7#11|Abmaj7,D7|Gm7,C7#9|Fm7,Bb7(Db7)|Ebmaj7(Gm7),C7|Fm7,Bb7|Eb6|Fm7,Bb7'}}]",Eb,1952
